url,uuid,title,created,changed,field_collection_number,field_date_available,field_date_published,field_dspace_item_id,field_extent,field_finding_aid,field_unique_id,field_abstract,field_access_rights,field_access_terms,field_contributor,field_copyright_and_use,field_digital_publisher,field_genre,field_language,field_member_of,field_model,field_publisher_country,field_resource_type,field_subject,field_title_language,field_date_copyrighted,field_description,field_date_created
https://digital.library.jhu.edu/node/44,acbdad87-85b6-425c-bc46-7150e066edbe,Oral history of Bob Scott,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2015-09-10,2000-04-03,0476f88c-b6a5-4f93-b825-b238bf5b501d,01:15:54 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,e3b40890-e0a8-4057-ab75-eb103e38ccb2,"Robert Scott attended Johns Hopkins University, where he lettered on the 1950 National Championship Lacrosse Team and was chosen as an Honorable Mention All-American midfielder in 1952. Scott went on to join the Army. Scott was best known for his coaching career at Hopkins, which began when he returned from the military. He coached seven National Championship teams and was subsequently inducted into the National Lacrosse Hall of Fame for his coaching abilities. In this interview, Scott talks about Hopkins lacrosse and his undergraduate years. This oral history is part of the Mame Warren oral histories series.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Scott, Bob, 1930-",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Johns Hopkins University||Lacrosse Hall of Fame and Museum||Brody, William R.||Eisenhower, Milton Stover, 1899-1985||Muller, Steven, 1927-2013||Richardson, William C.||Scott, Bob, 1930-||Athletic directors||Cheerleading||College athletes||College students--Social life and customs||Lacrosse||Lacrosse players||Lacrosse--Coaching||Olympic athletes||School mascots||Universities and colleges--Alumni and alumnae||Women college athletes",English,,,
https://digital.library.jhu.edu/node/45,7b30c7aa-2d1d-44fa-ba5e-2f0ab862fec4,Oral history of Samuel Hopkins,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2017-11-20,2006-05-10,075913e0-83f8-435a-9212-950f5290e455,01:26:41 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,63384535-9570-473f-9260-dcaa2d919d99,"Samuel Hopkins was a Baltimore businessman, and advocate for preservation of Maryland historic sites. Hopkins was born and raised in Howard County and graduated from Johns Hopkins University in 1934. He was the great grand nephew of Johns Hopkins. Hopkins was active in politics and philanthropy in Maryland, and served as president of the Maryland Historical Society from 1970 to 1976. In this oral history, Hopkins describes his family’s history and impact on the city of Baltimore, describing Johns Hopkins career and relationships with contemporaries such as Enoch Pratt, Moses Sheppard, and George Peabody. Hopkins also discusses life on campus during his time as a student during the Great Depression, describing his relationships with prominent faculty members such as Dr. Frederic Chapin Lane and Dr. Broadus Mitchell, as well as student organizations and activities. This oral history is a part of the Mame Warren oral histories series.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Hopkins, Samuel",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Hopkins, Johns, 1795-1873||Hopkins, Samuel||Genealogy||Family histories||Slavery||Peabody, George, 1795-1869||Pratt, Enoch,‏ ‎1808-1896||Sheppard, Moses||Abolitionists||Philanthropists||Freedom of religion||Maryland--Baltimore--Clifton Park||Johns Hopkins University||Mitchell, Broadus, 1892-1988||Evans, George Heberton||Maryland--Baltimore||Gilman, Daniel C. (Daniel Coit), 1831-1908||Gilman, Elisabeth Coit, 1867-1950||Bowman, Isaiah, 1878-1950||Fraternal organizations||McCoy, John W.‏||Education||Universities and colleges--Alumni and alumnae||Universities and colleges--Alumni and alumnae--Societies, etc.||Universities and colleges--Faculty||Universities and colleges--Social aspects||Merrick, Robert G.||Baltimore, George Calvert, Baron, 1580?-1632||Maryland||Biography||College students--Social life and customs||Historic buildings--Conservation and restoration",English,,,
https://digital.library.jhu.edu/node/46,c5ac045c-a9f6-4a80-b1c4-a8c37407fe5c,Oral history of Edward Magruder Passano,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2015-09-10,1999-12-13,094abaa7-c2ed-442b-832f-80b03cfe1405,00:53:17 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,afb59a47-ea2b-41ee-b41c-87c958985b0b,"Edward ""Mac"" Magruder Passano was born in Baltimore, Maryland. He earned both an undergraduate (1967) and graduate (1969) degree from Johns Hopkins University. He is the CEO of One Waverly LLC, a philanthropic consulting firm and participates in a variety of other philanthropic endeavors. These include his position as chairman of the Passano Foundation and his position as a board member at the Baltimore Economy and Efficiency foundation, the Pride of Baltimore, and the Board of Visitors of the University of Maryland School of Medicine. In 2001, Passano, along with his wife and three daughters, received the Philanthropist of the Year award from the Association of Fundraising Professionals. In this interview, Passano discusses his time at the Johns Hopkins School of Professional Studies in business and education as well as his philanthropic endeavors. This oral history is a part of the Mame Warren oral histories series.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Passano, Edward Magruder",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Johns Hopkins University||Johns Hopkins University. Evening College and Summer Session||Johns Hopkins University. School of Continuing Studies||Johns Hopkins University. School of Professional Studies in Business and Education||Maryland--Baltimore||Gabor, Stanley C.||Passano, Edward Magruder||Business||College teachers||Management--Study and teaching||Universities and colleges--Alumni and alumnae||Veterans--Education (Higher)",English,,,
https://digital.library.jhu.edu/node/47,b984187f-392d-4f37-8ba5-3a9340ef0511,Oral history of David Cohen,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2017-06-30,2015-12-16,0e310885-603d-4e07-aff7-6e8e364a309d,01:03:45 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,18344c78-a94f-4d9b-8986-82ec70bc8f5b,"Dr. David Cohen is currently Emeritus Professor of History and Anthropology at the University of Michigan. While completing his Ph.D. in African history at the University of London, he joined the Johns Hopkins History Department in 1968. Along with Jack Greene, Cohen helped to establish the Atlantic Program in History and Culture, which combined historical and anthropological approaches to the study of the Americas, Europe, and Africa. Cohen describes borrowing from Philip Curtin's tropical history program at the University of Wisconsin, working with Greene, Sidney Mintz, and Richard Price, the influence of Clifford Geertz, and the Atlantic Program as an institutional and intellectual model for similar programs adopted at other universities. This oral history is part of the Hopkins Retrospective oral histories series.",Public digital access,Oral Histories,"relators:ivr:Leslie, Stuart W.||relators:ive:Cohen, David William",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Johns Hopkins University. Department of History||Johns Hopkins University||Greene, Jack P.||Johns Hopkins University. Department of Anthropology||Universities and colleges--Faculty||Curtin, Philip D.||Mintz, Sidney W.‏ (Sidney Wilfred), ‏ 1922-2015||Price, Richard, 1941-||Geertz, Clifford||Africanists||Slavery||Maryland--Baltimore||Johns Hopkins University. Atlantic Program",English,,,
https://digital.library.jhu.edu/node/48,7771c641-72bb-4a38-adf7-aff28a3c8bcd,Oral history of Howard Dintzis and Renee Dintzis,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2016-09-09,2014-11-17,14c3aea2-568a-4bfe-83ca-a24cd6a9a827,01:33:09 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,096088e3-1a35-426e-a9e2-0296b2bcaba2,"Howard Dintzis and Renee Dintzis were both longtime faculty members in the Johns Hopkins School of Medicine Department of Biophysics and Biophysical Chemistry. The husband and wife scientists first met in graduate school at Harvard. Prior to coming to Hopkins, their work brought them to Yale University, Cambridge University, the California Institute of Technology, and the Massachusetts Institute of Technology. In this oral history, Howard and Renee Dintzis discuss their life's work as scientists and some of their notable colleagues and students, including Francis Crick. Renee Dintzis also discusses balancing motherhood with her scientific career and the experience of being a woman in a male-dominated field. This oral history is part of the Hopkins Retrospective oral histories series.",Public digital access,Oral Histories,"relators:ivr:Leslie, Stuart W.||relators:ive:Dintzis, Howard||relators:ive:Dintzis, Renee Z.",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"American Association of University Women||California Institute of Technology||Harvard University||Johns Hopkins University||Johns Hopkins University. School of Hygiene and Public Health||Johns Hopkins University. School of Medicine||Massachusetts Institute of Technology||National Institutes of Health (U.S.)||University of Cambridge||Yale University||Amzel, L. Mario||Bragg, William Lawrence, Sir, 1890-1971||Bronk, Detlev W. (Detlev Wulf), 1897-1975||Carlson, William D. (William Dwight), 1928-||Corey, E. J.||Crick, Francis, 1916-2004||Dintzis, Howard||Dintzis, Renee Z.||Edsall, John T. (John Tileston), 1902-2002||Eisenhower, Milton Stover, 1899-1985||Franklin, Rosalind, 1920-1958||Gordon, Lincoln||Ingram, Vernon M.||Lehninger, Albert L.||Levinthal, Cyrus||Long, C. N. H. (Cyril Norman Hugh), 1901-1970||McElroy, William David, 1917-1999||Mountcastle, Vernon B.||Oncley, J. L. (John Lawrence)||Pauling, Linus, 1901-1994||Perutz, Max F.||Rich, Alexander||Sturtevant, A. H. (Alfred Henry), 1891-1970||Vogelstein, Bert||Watson, James D., 1928-||Weiss, Leon, 1925-||Young, F. G. (Frank George), 1908-1988||B cells||Biochemistry||Biomedical engineering||Biophysics||Computers||Crystallography||Cytology||Proteins||Sickle cell anemia||T cells||Women in higher education",English,,,
https://digital.library.jhu.edu/node/49,b0bb7852-fa1c-41db-a42f-36e77a7d26ea,Oral history of Eric Noji,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2015-09-03,1999-07-27,16bdc9ad-0524-4276-95ae-1caa44317c30,01:40:38 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,27d487a8-e1de-4093-8a8c-e90bb81d9611,"Eric Noji earned his undergraduate degree from Stanford University in 1977, having majored in biochemistry, philosophy, and classics. He went on to receive his MD from the University of Rochester School of Medicine and Dentistry and his MPH in Epidemiology from the Johns Hopkins Bloomberg School of Public Health. After spending time working as a US Park Police Ranger and marine wildlife biologist, he became an Assistant Professor of Emergency Medicine at Johns Hopkins Hospital and a Medical Epidemiologist at the CDC, among other positions. Dr. Noji is a prominent physician in the humanitarian community, and has been awarded such honors as his election to the Institute of Medicine of the US National Academies of Science as well as his induction into the Ordre des Palmes Académiques at the rank of Chevalier. In this history, Dr. Noji discusses his education and medical career as well as his time at Johns Hopkins. This oral history is part of the Mame Warren oral histories series.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Noji, Eric K.",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Centers for Disease Control and Prevention (U.S.)||Johns Hopkins Bloomberg School of Public Health||Johns Hopkins Hospital||Johns Hopkins University. School of Hygiene and Public Health||Johns Hopkins University. School of Medicine||Maryland--Baltimore--East Baltimore||Armenian, Haroutune K.||Baker, Susan P., 1930-||Green, Gareth M., 1931-||Henderson, Donald A. (Donald Ainslie), 1928-2016||Jones, Nicholas P. (Nicholas Patrick)||Lima, Bruno R.||Noji, Eric K.||Sommer, Alfred, 1942-||Wagner, Henry N., Jr., 1927-2012||Airlines--Safety measures||Bhopal Union Carbide Plant Disaster (Bhopal, India : 1984)||Chernobyl Nuclear Accident (Chornobylʹ, Ukraine : 1986)||Disaster medicine||Disaster medicine--Planning||Earthquake engineering||Earthquakes||Emergency medicine||Epidemiology||Eruption of Nevado del Ruiz (Nevado del Ruiz, Colombia : 1985)||Medicine--Research||Mental health||Mexico City Earthquake (Mexico : 1985)||Nuclear warfare--Prevention||Railroad accidents||Triage (Medicine)--Moral and ethical aspects||Urban poor--Health and hygiene",English,,,
https://digital.library.jhu.edu/node/50,01994d57-8b78-42a5-8377-2ecb02f3dab9,Oral history of Donald Coffey,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2015-08-10,2000-05-02,185d5fe6-4990-411b-a6ec-824beece3948,02:17:52 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,96bf7cec-0d91-40b3-872a-ef4d2ef5944d,"Donald S. Coffey was born on October 10, 1932 in Bristol, Virginia. He attended King College there before transferring to the University of East Tennessee. In 1957, Coffey moved to Baltimore to work for Westinghouse, after which he took night classes at the Hopkins night school (McCoy College) and eventually began to work for the Johns Hopkins School of Medicine in the Brady Research Laboratory. This led Coffey to apply to the Department of Physiological Chemistry in the medical school for his graduate education. Coffey subsequently received his Ph.D. in 1964, became a professor of urology in the School of Medicine, and served as editor for many scholarly journals. In this oral history, Coffey discusses his early life, how he came to work at Hopkins, and his colleagues and work in the Johns Hopkins School of Medicine. This oral history is part of the Mame Warren oral histories series.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Coffey, Donald S.",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Johns Hopkins University. McCoy College||Johns Hopkins University. School of Medicine||Westinghouse Electric & Manufacturing Company||Maryland--Baltimore||Maryland--Glen Burnie||Andrews, Donald H. (Donald Hatch), 1898-||Coffey, Donald S.||Eisenhower, Milton Stover, 1899-1985||Lazear, Jesse William, 1866-1900||Robinson, Charles||Rogers, David E. (David Elliott), 1926-1994||Vogelstein, Bert||African Americans--Segregation||Alcohol--Research||Biochemists||Cancer--Research||Medical laboratories||Segregation||Urology",English,,,
https://digital.library.jhu.edu/node/51,c04d7942-7185-4ecd-b6ac-a0134e0bdca9,Oral history of Neil Grauer,2022-03-11T14:37:38+00:00,2022-04-05T13:15:13+00:00,MS.0404,2015-08-31,1999-07-08,19e61c98-c885-4ebb-95a9-4c42b5a5fc8c,02:00:12 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,85a603f9-261f-4dea-ad62-03ae4efed6a2,"Neil Grauer, born in 1947, is a journalist and editorial cartoonist who grew up in Great Neck, New York. Grauer received his B.A. from Johns Hopkins University in 1969 and a masters degree in journalism from Northwestern University in 1970. Grauer was a reporter and cartoonist for the Baltimore News- American from 1970 until 1980, after which he served as the public affairs officer in the Consumer Protection Division of the Maryland Attorney General's Office. In 1984, he published Wits and Sages which profiles twelve contemporary newspaper columnists. In 1988 his Drugs and the Law appeared as part of the Encyclopedia of Psychoactive Drugs. In this oral history, Grauer discusses his student days at Hopkins in the 1960s, including the political unrest of the time, his activities with the student body, and his work cartooning for the News-Letter. This oral history is part of the Mame Warren oral histories series. 
Due to a technical error with one of the audio cassettes, Grauer's oral history is only partially transcribed, with approximately one-fifth of the content missing from the transcript. The audio file contains the full recording.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Grauer, Neil A.",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Baltimore Orioles (Baseball team)||Blue Key Society||Homewood House Museum (Johns Hopkins University)||Johns Hopkins University||Omicron Delta Kappa||Caricatures and cartoons||Ambrose, Stephen E.||Brody, William R.||Ciccarone, Henry||Davis, Marc, 1913-2000||Deschanel, Caleb, 1944-||Donald, David Herbert, 1920-2009||Eisenhower, Milton Stover, 1899-1985||Gordon, Lincoln||Grauer, Neil A.||Halperin, John, 1941-2018||Hollander, Richard S.||Jones, Chuck, 1912-2002||Lane, Frederic Chapin, 1900-1984||Macksey, Richard, 1931-2019||Miller, J. Hillis (Joseph Hillis), 1928-2021||Robinson, Brooks, 1937-||Schmoke, Kurt L.||Shaffer, G. Wilson (George Wilson), 1901-1992||Singleton, Charles S. (Charles Southward), 1909-1985||Swanson, Carl P.||Wasserman, Earl R. (Earl Reeves), 1913-1973||Wolman, Abel, 1892-1989||Cartoonists||College students--Political activity||College students--Social life and customs||College yearbooks||Honor system (Higher education)||Lacrosse||Political cartoons||Rhodes scholarships",English,,,
https://digital.library.jhu.edu/node/52,15c1de3a-7cca-4156-85eb-8093990fca42,Oral history of Marjorie Lewisohn,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2015-09-03,1999-11-04,1be74fb9-5060-416f-aec3-0ef3e34dc3a3,01:06:58 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,5c1331d0-12f9-4d6e-a454-d9ff2752a6e6,"Marjorie Lewisohn was born in 1918 in Manhattan. She graduated from the University of Michigan in 1940 and went on to complete her degree in medicine at Johns Hopkins University in 1943. In her early career, she spent time treating tuberculosis at Bellevue Hospital. By the 1950s, Dr. Lewisohn had gone into private practice while still maintaining staff physician positions at both Lenox Hill Hospital and Doctor's Hospital as well as a clinical professorship at the New York Hospital- Cornell University Medical Center. She rekindled her connection with Johns Hopkins in 1972, when she began her 18-year tenure as a trustee of Johns Hopkins University. She was the first female trustee of the university. In this history, Lewisohn recounts her experiences as a woman at the Hopkins Medical School in the early 1940s. This oral history is a part of the Mame Warren oral histories series.",Public digital access,Oral Histories,"relators:ivr:Warren, Mame, 1950-||relators:ive:Lewisohn, Marjorie",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Johns Hopkins University. Applied Physics Laboratory||Johns Hopkins University. School of Medicine||Maryland--Baltimore||Barondess, Jeremiah A., 1924-||Blalock, Alfred, 1899-1964||Borkovich, Katherine H.||Brody, William R.||Eisenhower, Milton Stover, 1899-1985||Engle, Mary Allen||Garrett, Mary Elizabeth, 1854-1915||Gordon, Lincoln||Hamman, Louis, 1877-1946||Harvey, A. McGehee (Abner McGehee), 1911-1998||Hines, Marion, 1889-||Lewisohn, Marjorie||Mendenhall, Dorothy Reed, 1874-1964||Muller, Steven, 1927-2013||Nathans, Daniel, 1928-1999||Oppenheimer, Ella, 1892-1983||Rich, Arnold R. (Arnold Rice), 1893-||Richardson, William C.||Sabin, Florence Rena, 1871-1953||Taussig, Helen B. (Helen Brooke), 1898-1986||Thomas, Caroline Bedell, 1904-1997||Young, Hugh H., 1870-1945||African Americans--Segregation||Boardinghouses||College trustees||Hospital patients||Hospital wards||Medical education||Pathology||Sex discrimination against women||Syphilis--Treatment||Women in medicine||Women medical students||World War (1939-1945)||Cultural pluralism",English,,,
https://digital.library.jhu.edu/node/53,2499ad47-49bc-478a-ba8d-46d296c1126b,Oral history of Paul Feldman,2022-03-11T14:37:38+00:00,2022-03-11T14:37:38+00:00,MS.0404,2016-09-12,2015-03-27,1cc25b76-c737-439e-ba5c-58a8924f3a01,00:27:06 hh:mm:ss,https://aspace.library.jhu.edu/repositories/3/resources/400,c658736a-164e-4eab-8c0b-b61e5b4126ce,"Research Professor Paul Feldman has been affiliated with the Department of Physics and Astronomy at Johns Hopkins University since 1967. He is principal investigator of a NASA-supported sounding rocket program and has been responsible for over three dozen sounding rocket launches. Feldman received his PhD in physics from Columbia University in 1964. In this oral history, he discusses how his interest in astronomy developed and some of the highlights of his professional career. This oral history is part of the Hopkins Retrospective oral histories series.",Public digital access,Oral Histories,"relators:ivr:Frame, John||relators:ive:Feldman, Paul D.",Copyright Not Evaluated,Johns Hopkins University. Sheridan Libraries,oral histories (literary works)||interviews,English,Johns Hopkins University oral history collection,Audio,United States,Text||Sound,"Columbia (Spacecraft)||COSPAR||Goddard Institute for Space Studies||Hayden Planetarium. Junior Astronomy Club||Hubble Space Telescope (Spacecraft)||James Webb Space Telescope (Spacecraft)||Johns Hopkins University||Naval Research Laboratory (U.S.)||Perkin-Elmer Corporation||United States. National Aeronautics and Space Administration||Solar system--Halley's comet||Fastie, William G., 1916-2000||Feldman, Paul D.||Friedman, Herbert, 1916-2000||Henry, Richard C.||Novick, Robert||Artificial satellites||Charge coupled devices||Electronic excitation||Physics||Ultraviolet astronomy",English,,,
